condition,image_id,input_path,expected_probability,observed_probability,absolute_error,source_probability_range,expected_class,observed_class,class_agreement,expected_threshold_distance,observed_threshold_distance
baseline,ISIC_0015251,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/baseline/ISIC_0015251.png,0.0116346227005124,0.01151195727288723,0.00012266542762517062,0.0,0,0,True,0.4883653772994876,0.48848804272711277
baseline,ISIC_0015256,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/baseline/ISIC_0015256.png,0.4168720841407776,0.42379897832870483,0.006926894187927246,0.0,0,0,True,0.08312791585922241,0.07620102167129517
baseline,ISIC_0015284,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/baseline/ISIC_0015284.png,0.1925175040960312,0.19355317950248718,0.0010356754064559937,0.0,0,0,True,0.3074824959039688,0.3064468204975128
baseline,ISIC_0015476,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/baseline/ISIC_0015476.png,0.1526736319065094,0.15230605006217957,0.000367581844329834,0.0,0,0,True,0.3473263680934906,0.34769394993782043
baseline,ISIC_0015563,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/baseline/ISIC_0015563.png,0.9687514901161194,0.968760073184967,8.58306884765625e-06,0.0,1,1,True,0.4687514901161194,0.46876007318496704
baseline,ISIC_0015963,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/baseline/ISIC_0015963.png,0.9154186248779296,0.9156545400619507,0.00023591518402110712,0.0,1,1,True,0.4154186248779296,0.4156545400619507
baseline,ISIC_0015964,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/baseline/ISIC_0015964.png,0.883295476436615,0.8803175091743469,0.0029779672622680664,0.0,1,1,True,0.383295476436615,0.3803175091743469
baseline,ISIC_0015986,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/baseline/ISIC_0015986.png,0.7613937258720398,0.762814462184906,0.001420736312866211,0.0,1,1,True,0.2613937258720398,0.262814462184906
dullrazor,ISIC_0000013,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0000013.png,0.0203619394451379,0.019966965541243553,0.0003949739038943481,0.0,0,0,True,0.4796380605548621,0.48003303445875645
dullrazor,ISIC_0000031,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0000031.png,0.1367888450622558,0.13359107077121735,0.0031977742910384577,0.0,0,0,True,0.3632111549377442,0.36640892922878265
dullrazor,ISIC_0000047,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0000047.png,0.1254126131534576,0.12522202730178833,0.00019058585166928377,0.0,0,0,True,0.37458738684654236,0.37477797269821167
dullrazor,ISIC_0000125,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0000125.png,0.9925353527069092,0.9926295280456543,9.417533874511719e-05,0.0,1,1,True,0.4925353527069092,0.4926295280456543
dullrazor,ISIC_0000159,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0000159.png,0.11727559566497799,0.1180553287267685,0.0007797330617905079,0.0,0,0,True,0.38272440433502203,0.3819446712732315
dullrazor,ISIC_0000175,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0000175.png,0.0773872286081314,0.07609351724386215,0.0012937113642692427,0.0,0,0,True,0.4226127713918686,0.42390648275613785
dullrazor,ISIC_0000276,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0000276.png,0.4732569754123688,0.47097915410995483,0.0022778213024139404,0.0,0,0,True,0.026743024587631226,0.029020845890045166
dullrazor,ISIC_0000298,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0000298.png,0.4212391376495361,0.4226352274417877,0.0013960897922516424,0.0,0,0,True,0.07876086235046392,0.07736477255821228
dullrazor,ISIC_0000303,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0000303.png,0.1330557018518448,0.12993597984313965,0.003119722008705139,0.0,0,0,True,0.3669442981481552,0.37006402015686035
dullrazor,ISIC_0000384,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0000384.png,0.7283411622047424,0.7177854776382446,0.010555684566497803,0.0,1,1,True,0.22834116220474243,0.21778547763824463
dullrazor,ISIC_0000420,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0000420.png,0.7631205916404724,0.7625362873077393,0.0005843043327331543,0.0,1,1,True,0.2631205916404724,0.26253628730773926
dullrazor,ISIC_0000482,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0000482.png,0.2564448714256286,0.25092822313308716,0.005516648292541448,0.0,0,0,True,0.2435551285743714,0.24907177686691284
dullrazor,ISIC_0000510,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0000510.png,0.0425725020468235,0.042312800884246826,0.0002597011625766754,0.0,0,0,True,0.4574274979531765,0.4576871991157532
dullrazor,ISIC_0000513,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0000513.png,0.2095450311899185,0.20629297196865082,0.0032520592212676724,0.0,0,0,True,0.2904549688100815,0.2937070280313492
dullrazor,ISIC_0001103,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0001103.png,0.9362213611602784,0.9373107552528381,0.0010893940925597034,0.0,1,1,True,0.43622136116027843,0.43731075525283813
dullrazor,ISIC_0001131,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0001131.png,0.0031686136499047,0.0031216770876199007,4.693656228479948e-05,0.0,0,0,True,0.49683138635009527,0.4968783229123801
dullrazor,ISIC_0001133,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0001133.png,0.0497671291232109,0.049741409718990326,2.5719404220574116e-05,0.0,0,0,True,0.4502328708767891,0.4502585902810097
dullrazor,ISIC_0001242,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0001242.png,0.9724262356758118,0.9725064039230347,8.016824722290039e-05,0.0,1,1,True,0.47242623567581177,0.47250640392303467
dullrazor,ISIC_0001372,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0001372.png,0.514523983001709,0.511176347732544,0.003347635269165039,0.0,1,1,True,0.014523983001708984,0.011176347732543945
dullrazor,ISIC_0003559,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0003559.png,0.7986218333244324,0.803619384765625,0.004997551441192627,0.0,1,1,True,0.2986218333244324,0.303619384765625
dullrazor,ISIC_0006776,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0006776.png,0.815373420715332,0.8130661845207214,0.0023072361946105957,0.0,1,1,True,0.31537342071533203,0.31306618452072144
dullrazor,ISIC_0006982,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0006982.png,0.9717563390731812,0.9709910154342651,0.0007653236389160156,0.0,1,1,True,0.47175633907318115,0.47099101543426514
dullrazor,ISIC_0007038,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0007038.png,0.9597763419151306,0.9604016542434692,0.000625312328338623,0.0,1,1,True,0.4597763419151306,0.46040165424346924
dullrazor,ISIC_0009298,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0009298.png,0.3473796248435974,0.34531915187835693,0.0020604729652404785,0.0,0,0,True,0.1526203751564026,0.15468084812164307
dullrazor,ISIC_0009898,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0009898.png,0.4329599142074585,0.4272119402885437,0.005747973918914795,0.0,0,0,True,0.0670400857925415,0.0727880597114563
dullrazor,ISIC_0009931,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0009931.png,0.0050899903289973,0.0048307254910469055,0.00025926483795039434,0.0,0,0,True,0.4949100096710027,0.4951692745089531
dullrazor,ISIC_0009934,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0009934.png,0.2142225354909896,0.21512384712696075,0.0009013116359711526,0.0,0,0,True,0.2857774645090104,0.28487615287303925
dullrazor,ISIC_0009960,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0009960.png,0.684899091720581,0.6866405606269836,0.0017414689064025879,0.0,1,1,True,0.18489909172058105,0.18664056062698364
dullrazor,ISIC_0009979,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0009979.png,0.5214026570320129,0.5249191522598267,0.0035164952278137207,0.0,1,1,True,0.02140265703201294,0.02491915225982666
dullrazor,ISIC_0010090,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0010090.png,0.9714142680168152,0.9717652201652527,0.0003509521484375,0.0,1,1,True,0.4714142680168152,0.4717652201652527
dullrazor,ISIC_0010100,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0010100.png,0.086990587413311,0.08650166541337967,0.0004889219999313354,0.0,0,0,True,0.413009412586689,0.41349833458662033
dullrazor,ISIC_0010175,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0010175.png,0.0027542347088456,0.0027144276537001133,3.980705514548691e-05,0.0,0,0,True,0.4972457652911544,0.4972855723462999
dullrazor,ISIC_0010212,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0010212.png,0.012998821213841402,0.012676546350121498,0.00032227486371990376,0.0,0,0,True,0.4870011787861586,0.4873234536498785
dullrazor,ISIC_0010225,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0010225.png,0.2237366288900375,0.2209526002407074,0.0027840286493301114,0.0,0,0,True,0.27626337110996246,0.2790473997592926
dullrazor,ISIC_0010334,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0010334.png,0.024080479517579,0.023974036797881126,0.00010644271969787247,0.0,0,0,True,0.475919520482421,0.4760259632021189
dullrazor,ISIC_0010570,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0010570.png,0.0361881256103515,0.03675005957484245,0.000561933964490953,0.0,0,0,True,0.4638118743896485,0.46324994042515755
dullrazor,ISIC_0010596,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0010596.png,0.0073958276771008,0.007489684969186783,9.385729208598315e-05,0.0,0,0,True,0.4926041723228992,0.4925103150308132
dullrazor,ISIC_0010863,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0010863.png,0.0186906643211841,0.018124746158719063,0.0005659181624650365,0.0,0,0,True,0.4813093356788159,0.48187525384128094
dullrazor,ISIC_0011158,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0011158.png,0.0068611060269176,0.0069876001216471195,0.0001264940947295198,0.0,0,0,True,0.4931388939730824,0.4930123998783529
dullrazor,ISIC_0011173,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0011173.png,0.9579867124557496,0.9577243328094482,0.00026237964630138055,0.0,1,1,True,0.4579867124557496,0.45772433280944824
dullrazor,ISIC_0011383,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0011383.png,0.8376390337944031,0.8393413424491882,0.0017023086547851562,0.0,1,1,True,0.3376390337944031,0.33934134244918823
dullrazor,ISIC_0012086,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0012086.png,0.2297210842370987,0.22446350753307343,0.0052575767040252686,0.0,0,0,True,0.2702789157629013,0.2755364924669266
dullrazor,ISIC_0012356,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0012356.png,0.6406659483909607,0.6387725472450256,0.0018934011459350586,0.0,1,1,True,0.1406659483909607,0.13877254724502563
dullrazor,ISIC_0012395,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0012395.png,0.5818083882331848,0.581169605255127,0.0006387829780578613,0.0,1,1,True,0.08180838823318481,0.08116960525512695
dullrazor,ISIC_0012701,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0012701.png,0.9980766773223876,0.998027503490448,4.917383193958624e-05,0.0,1,1,True,0.4980766773223876,0.498027503490448
dullrazor,ISIC_0012705,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0012705.png,0.803437352180481,0.8012020587921143,0.0022352933883666992,0.0,1,1,True,0.30343735218048096,0.30120205879211426
dullrazor,ISIC_0012840,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0012840.png,0.8827626705169678,0.8799291849136353,0.0028334856033325195,0.0,1,1,True,0.3827626705169678,0.37992918491363525
dullrazor,ISIC_0012877,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0012877.png,0.944844663143158,0.9442140460014343,0.0006306171417236328,0.0,1,1,True,0.44484466314315796,0.4442140460014343
dullrazor,ISIC_0012930,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0012930.png,0.9907895922660828,0.990957498550415,0.0001679062843322754,0.0,1,1,True,0.49078959226608276,0.49095749855041504
dullrazor,ISIC_0012949,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0012949.png,0.9608423709869384,0.9611934423446655,0.0003510713577271618,0.0,1,1,True,0.46084237098693837,0.4611934423446655
dullrazor,ISIC_0012966,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0012966.png,0.6186083555221558,0.622627317905426,0.004018962383270264,0.0,1,1,True,0.11860835552215576,0.12262731790542603
dullrazor,ISIC_0013079,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0013079.png,0.810138463973999,0.8140425086021423,0.0039040446281433105,0.0,1,1,True,0.310138463973999,0.31404250860214233
dullrazor,ISIC_0013147,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0013147.png,0.9971278309822084,0.9971579313278198,3.0100345611461243e-05,0.0,1,1,True,0.49712783098220836,0.4971579313278198
dullrazor,ISIC_0013177,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0013177.png,0.6570244431495667,0.6523956060409546,0.0046288371086120605,0.0,1,1,True,0.15702444314956665,0.1523956060409546
dullrazor,ISIC_0013223,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0013223.png,0.9851518869400024,0.9849938154220581,0.00015807151794433594,0.0,1,1,True,0.48515188694000244,0.4849938154220581
dullrazor,ISIC_0013258,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0013258.png,0.997882068157196,0.9978768825531006,5.185604095458984e-06,0.0,1,1,True,0.49788206815719604,0.4978768825531006
dullrazor,ISIC_0013429,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0013429.png,0.9303784966468812,0.930850088596344,0.0004715919494627796,0.0,1,1,True,0.4303784966468812,0.430850088596344
dullrazor,ISIC_0013501,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0013501.png,0.9173077940940856,0.9183536767959595,0.0010458827018738903,0.0,1,1,True,0.4173077940940856,0.4183536767959595
dullrazor,ISIC_0013663,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0013663.png,0.880703866481781,0.880332350730896,0.00037151575088500977,0.0,1,1,True,0.380703866481781,0.380332350730896
dullrazor,ISIC_0013739,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0013739.png,0.9800801277160645,0.9802513718605042,0.00017124414443969727,0.0,1,1,True,0.48008012771606445,0.48025137186050415
dullrazor,ISIC_0013807,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0013807.png,0.9783619046211244,0.9786044359207153,0.00024253129959095343,0.0,1,1,True,0.4783619046211244,0.47860443592071533
dullrazor,ISIC_0013828,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0013828.png,0.7620758414268494,0.7577778697013855,0.004297971725463867,0.0,1,1,True,0.26207584142684937,0.2577778697013855
dullrazor,ISIC_0013844,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0013844.png,0.859851598739624,0.8603112697601318,0.0004596710205078125,0.0,1,1,True,0.359851598739624,0.36031126976013184
dullrazor,ISIC_0013867,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0013867.png,0.8325767517089844,0.8291645646095276,0.003412187099456787,0.0,1,1,True,0.3325767517089844,0.3291645646095276
dullrazor,ISIC_0013929,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0013929.png,0.9859703183174132,0.9859293103218079,4.100799560535773e-05,0.0,1,1,True,0.4859703183174132,0.48592931032180786
dullrazor,ISIC_0013987,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0013987.png,0.8242260217666626,0.8267257213592529,0.002499699592590332,0.0,1,1,True,0.3242260217666626,0.32672572135925293
dullrazor,ISIC_0014092,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0014092.png,0.9782127737998962,0.9781686663627625,4.410743713378906e-05,0.0,1,1,True,0.47821277379989624,0.47816866636276245
dullrazor,ISIC_0014114,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0014114.png,0.6859079599380493,0.6861577033996582,0.0002497434616088867,0.0,1,1,True,0.18590795993804932,0.1861577033996582
dullrazor,ISIC_0014136,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0014136.png,0.478514701128006,0.47832074761390686,0.0001939535140991211,0.0,0,0,True,0.02148529887199402,0.02167925238609314
dullrazor,ISIC_0014169,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0014169.png,0.9900854825973512,0.9901469349861145,6.145238876331671e-05,0.0,1,1,True,0.4900854825973512,0.4901469349861145
dullrazor,ISIC_0014173,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0014173.png,0.9887396693229676,0.988763689994812,2.40206718443714e-05,0.0,1,1,True,0.48873966932296764,0.488763689994812
dullrazor,ISIC_0014185,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0014185.png,0.9915369749069214,0.9915453791618347,8.404254913330078e-06,0.0,1,1,True,0.4915369749069214,0.4915453791618347
dullrazor,ISIC_0014255,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0014255.png,0.942962408065796,0.9441842436790466,0.0012218356132506214,0.0,1,1,True,0.442962408065796,0.44418424367904663
dullrazor,ISIC_0014317,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0014317.png,0.8708698749542236,0.8697845935821533,0.0010852813720703125,0.0,1,1,True,0.37086987495422363,0.3697845935821533
dullrazor,ISIC_0014328,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0014328.png,0.9951125383377076,0.9951097369194031,2.8014183045543817e-06,0.0,1,1,True,0.49511253833770763,0.4951097369194031
dullrazor,ISIC_0014395,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0014395.png,0.3717458844184875,0.37527111172676086,0.003525227308273371,0.0,0,0,True,0.1282541155815125,0.12472888827323914
dullrazor,ISIC_0014480,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0014480.png,0.9931673407554626,0.9930052161216736,0.0001621246337890625,0.0,1,1,True,0.49316734075546265,0.4930052161216736
dullrazor,ISIC_0014684,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0014684.png,0.386751115322113,0.3835843503475189,0.0031667649745940607,0.0,0,0,True,0.11324888467788702,0.11641564965248108
dullrazor,ISIC_0014720,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0014720.png,0.21598950028419486,0.214138001203537,0.0018514990806578757,0.0,0,0,True,0.28401049971580516,0.285861998796463
dullrazor,ISIC_0014746,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0014746.png,0.0406127087771892,0.03992844745516777,0.0006842613220214289,0.0,0,0,True,0.4593872912228108,0.46007155254483223
dullrazor,ISIC_0014795,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0014795.png,0.5444220304489136,0.547169029712677,0.0027469992637634277,0.0,1,1,True,0.044422030448913574,0.047169029712677
dullrazor,ISIC_0014911,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0014911.png,0.0844125524163246,0.08448334783315659,7.079541683198409e-05,0.0,0,0,True,0.4155874475836754,0.4155166521668434
